,store,sido,gungu,store_address
352,용산,대구,달서구,대구 달서구 용산로 210
353,용산새방,대구,달서구,대구 달서구 선원로 264
354,월성,대구,달서구,대구 달서구 와룡로 1본동
355,장기,대구,달서구,대구 달서구 장기로 57길 30
356,진천(대구),대구,달서구,대구 달서구 진천로 48
357,호산파호,대구,달서구,대구 달서구 호산동로 159호산동
358,구지,대구,달성군,대구 달성군 구지면 과학마을로 3길 9
359,논공,대구,달성군,대구 달성군 논공읍 논공로5길 178
360,다사,대구,달성군,대구 달성군 다사읍 대실역남로 10
361,명곡,대구,달성군,대구 달성군 화원읍 명천로 240
362,서재세천,대구,달성군,대구 달성군 다사읍 서재로20길 1
363,옥포(대구),대구,달성군,"대구 달성군 옥포읍 돌미상업로1길 21-22 121, 122호"
364,테크노폴리스,대구,달성군,대구 달성군 유가면 테크노중앙대로 254 하이젠스타 115호
365,화원,대구,달성군,대구 달성군 화원읍 사문진로 433
366,대구혁신,대구,동구,대구 동구 이노밸리로46길 2 102호
367,동구청,대구,동구,대구 동구 신암남로 178
368,동촌,대구,동구,"대구 동구 동촌로 100검사동,태왕아너스르네상스"
369,동호,대구,동구,대구 동구 동호로 64동호동
370,방촌,대구,동구,대구 동구 화랑로 415
371,신천1호(대구),대구,동구,대구 동구 송라로 87
372,신천2호,대구,동구,대구 동구 동부로 30길 27
373,율하(대구),대구,동구,대구 동부 율하서로 78 102호
374,이시아,대구,동구,대구 동구 팔공로51길 37봉무동
375,지묘,대구,동구,대구 동구 파계로 95지묘동
376,지저불로,대구,동구,대구 동구 해동로 63
377,관음,대구,북구,대구 북구 칠곡중앙대로 491
378,구암,대구,북구,대구 북구 태암남로 10
379,금호지구,대구,북구,대구 북구 한강로 60-1
380,도남지구,대구,북구,"대구광역시 북구 도남길 16, 219동 108호"
381,동서변,대구,북구,대구 북구 동변로 91
382,동천3지구,대구,북구,대구 북구 동천로 125-9
383,복현1호,대구,북구,대구 북구 동북로 238
384,복현2호,대구,북구,"대구 북구 검단로 50, 서한1차아파트 상가 103호"
385,산격,대구,북구,대구 북구 대학로 69
386,신암대현,대구,북구,대구 북구 대현로 113-1
387,연경,대구,북구,대구 북구 연경지묘로 6연경동
388,원대노원,대구,북구,대구 북구 팔달로 27길 81 1층
389,읍내(대구),대구,북구,대구 북구 관음로 295 202동 103호
390,칠성고성,대구,북구,대구 북구 호암로 6
391,침산,대구,북구,대구 북구 성북로 1
392,태전(대구),대구,북구,대구 북구 태전로 29
393,팔달매천,대구,북구,대구 북구 매전로 2-1
394,학정,대구,북구,대구 북구 학정로 537
395,감삼성당,대구,달서구,대구 달서구 장기로 186
396,내당,대구,서구,대구 서구 달구벌대로 1795-1
397,달성비산,대구,서구,대구 서구 달서로 139-1
398,대곡,대구,달서구,"대구 달서구 도원로 42, 1층 107호"
399,대곡2지구,대구,달서구,"대구 달서구 갈밭로 52, 104호, 105호"
400,두류,대구,달서구,대구 달서구 야외음악당로 175 1층
401,상인,대구,달서구,대구 달서구 상화북로 180
402,성서,대구,달서구,대구 달서구 성서서로 367신당동
403,송현(대구),대구,달서구,대구 달서구 월배로 430
404,신월성,대구,달서구,"대구 달서구 조암남로 42, 트럼프스타빌딩 106호"
405,용산,대구,달서구,대구 달서구 용산로 210
406,용산새방,대구,달서구,대구 달서구 선원로 264
407,월성,대구,달서구,대구 달서구 와룡로 1본동
408,장기,대구,달서구,대구 달서구 장기로 57길 30
409,진천(대구),대구,달서구,대구 달서구 진천로 48
410,평리,대구,서구,대구 서구 국채보상로 266
411,호산파호,대구,달서구,대구 달서구 호산동로 159호산동
412,만촌1호,대구,수성구,대구 수성구 달구벌대로 2614
413,만촌2호,대구,수성구,대구 수성구 동원로28길 15만촌동
414,범물,대구,수성구,"대구 수성구 범안로 58, 1층"
415,범어1호,대구,수성구,대구 수성구 달구벌대로 496길17
416,범어2호,대구,수성구,대구 수성구 상록로 43
417,수성(대구),대구,수성구,대구 수성구 들안로 341
418,시지1호,대구,수성구,대구광역시 수성구 천을로 157-1
419,시지2호,대구,수성구,대구 수성구 시지로 40
420,시지3호,대구,수성구,대구 수성구 신매로 30-1
421,중동,대구,수성구,대구 수성구 수성로 203-1
422,파동,대구,수성구,대구 수성구 수성로 72
423,황금,대구,수성구,대구 수성구 동대구로 149
424,남산,대구,중구,대구 중구 남산로17길 10
425,중앙(대구),대구,중구,대구 중구 중앙대로 417-2
426,강화,인천,강화군,인천 강화군 강화읍 강화대로 342
427,계산1호,인천,계양구,인천 계양구 오조산로 57번길 15
428,계산2호,인천,계양구,"인천 계양구 계산새로 25, 성일빌딩 1층 1호"
429,계산3호,인천,계양구,인천 계양구 계양대로205번길 23
430,임학박촌,인천,계양구,인천 계양구 장제로 1013
431,작전1호,인천,계양구,인천 계양구 장제로 672
432,효성1호,인천,계양구,"인천 계양구 길마로 70 현대아파트 상가동 101호, 102호, 103호"
433,효성2호,인천,계양구,인천 계양구 안남로 486-2
434,관교,인천,남구,인천 남구 인하로 404-2
435,용현2동,인천,남구,인천 남구 낙섬중로 96 1층
436,용현5동,인천,남구,인천 남구 토금남로 12용현동
437,주안1호,인천,남구,인천 남구 인하로 346
438,주안2호,인천,남구,인천 남구 경인로 306
439,주안3호,인천,남구,인천 남구 경원대로 898
440,학익1호,인천,남구,인천 남구 한나루로 420
441,간석1호,인천,남동구,인천 남동구 용천로97번길 3
442,구월,인천,남동구,인천 남동구 미래로 39 더클래스
443,구월아시아드,인천,남동구,"인천 남동구 인하로 629구월동,원준프라자"
444,논현1호(인천),인천,남동구,인천 남동구 논고개로 123번길 42
445,논현에코메트로,인천,남동구,"인천 남동구 소래역남로22 103호, 104호"
446,만수1호,인천,남동구,인천 남동구 담방로21번길 23
447,만수2호,인천,남동구,인천 남동구 만수서로 62
448,만수3호,인천,남동구,인천 남동구 백범로 258
449,만수역,인천,남동구,인천 남동구 구월로 341
450,서창,인천,남동구,인천 남동구 서창 남순환로 216번길 35
451,소래포구,인천,남동구,인천 남동구 소래역로 46
452,간석1호,인천,남동구,인천 남동구 용천로97번길 3
453,구월,인천,남동구,인천 남동구 미래로 39 더클래스
454,구월아시아드,인천,남동구,"인천 남동구 인하로 629구월동,원준프라자"
455,논현1호(인천),인천,남동구,인천 남동구 논고개로 123번길 42
456,논현에코메트로,인천,남동구,"인천 남동구 소래역남로22 103호, 104호"
457,만수1호,인천,남동구,인천 남동구 담방로21번길 23
458,만수2호,인천,남동구,인천 남동구 만수서로 62
459,만수3호,인천,남동구,인천 남동구 백범로 258
460,만수역,인천,남동구,인천 남동구 구월로 341
461,서창,인천,남동구,인천 남동구 서창 남순환로 216번길 35
462,소래포구,인천,남동구,인천 남동구 소래역로 46
463,송현(인천),인천,동구,인천 동구 송림로 17
464,갈산삼산지구,인천,부평구,인천 부평구 평천로 368
465,부개3동,인천,부평구,인천 부평구 길주남로 128
466,부평1호,인천,부평구,인천 부평구 부평대로 115
467,부평2호,인천,부평구,인천 부평구 길주남로 31
468,부평역,인천,부평구,인천 부평구 시장로 31
469,산곡1호,인천,부평구,인천 부평구 마장로 153
470,산곡2호,인천,부평구,
471,산곡3호,인천,부평구,인천 부평구 마장로 250
472,삼산(부평),인천,부평구,인천 부평구 충선로 311번길 25-23
473,십정1호,인천,부평구,인천 부평구 백범로468번길 7-2
474,청천,인천,부평구,인천 부평구 마장로 463
475,가정루원시티,인천,서구,인천 서구 염곡로 498번안길 25
476,가좌,인천,서구,인천 서구 원적로 100번길 18
477,검단1호,인천,서구,"인천 서구 검단로 459번길 7-3 106,107호"
478,검단신도시1호,인천,서구,인천 서구 이음5로 34
479,검암,인천,서구,"인천 서구 승학로 452, 태건프라자 105호"
480,당하,인천,서구,인천 서구 마전동 완정로 18번지 102호
481,불로원당,인천,서구,인천 서구 원당대로 882 조이빌 103호
482,석남가정,인천,서구,인천 서구 원창로 215
483,연희1호(인천),인천,서구,인천 서구 심곡로 34
484,청라호수공원,인천,서구,인천 서구 크리스탈로 84
485,동춘,인천,연수구,인천 연수구 앵고개로 264번길 10-11 1층
486,선학연수3호,인천,연수구,인천 연수구 학나래로 118번길 29
487,송도1호,인천,연수구,"인천 연수구 컨벤시아대로 70, 302동 102호"
488,송도8공구,인천,연수구,인천 연수구 센트럴로 415
489,송도드림시티,인천,연수구,"인천 연수구 컨벤시아대로 81 드림씨티122,123호"
490,송도캠퍼스타운,인천,연수구,인천 연수구 송도과학로27번길 15송도아메리칸타운파크
491,연수중앙,인천,연수구,인천 연수구 샘말로44번길 2
492,옥련,인천,연수구,인천 연수구 독배로 35
493,공항신도시,인천,중구,인천 중구 신도시남로 150번길 6
494,영종하늘도시,인천,중구,인천 중구 하늘중앙로 195번길 24중산동
495,운서,인천,중구,인천 중구 넙디로 60
496,선운지구,광주,광산구,광주 광산구 선운로 7
497,소촌우산,광주,광산구,광주 광산구 소촌로 152번길 30
498,송정1호,광주,광산구,광주 광산구 도산로 10
499,수완1호,광주,광산구,"광주 광산구 장신로19번안길 29-2, 1층"
500,수완2호,광주,광산구,광주 광산구 수완로 67
501,신가,광주,광산구,광주 광산구 신가삼효로 8-13
502,신창,광주,광산구,광주 광산구 신창로 104 105호
503,운남1호,광주,광산구,광주 광산구 풍영로 47
504,첨단1호,광주,광산구,광주광역시 광산구 첨단중앙로68번길 134 첨단3-3차 호반리젠시빌아파트상가 2동 103호
505,첨단2호,광주,광산구,광주 광산구 첨단중앙로170번길 12
506,첨단중앙,광주,광산구,광주 광산구 첨단중앙로106번길 29
507,하남1호,광주,광산구,광주 광산구 월곡산정로 13-1
508,하남2지구,광주,광산구,광주 광산구 용아로 379번길 55
509,노대효천,광주,남구,광주 남구 효우로 136
510,백운,광주,남구,광주 남구 중앙로 66
511,봉선1호,광주,남구,광주 남구 봉선중앙로 135-1
512,봉선2호,광주,남구,광주 남구 봉선2로 85
513,주월,광주,남구,광주 남구 군분로 58
514,진월,광주,남구,광주 남구 수문대로 629
515,계림,광주,동구,광주 동구 동계천로 12-1
516,조선대,광주,동구,광주 동구 지산로 21 지산동
517,학동,광주,동구,광주 동구 의재로 22
518,두암1호,광주,북구,광주 북구 군왕로 154
519,매곡,광주,북구,광주 북구 하백로 15
520,문흥1호,광주,북구,광주 북구 문산로 86-1
521,양산1호,광주,북구,"광주 북구 양산로 48, 1층"
522,연제,광주,북구,광주 북구 양일로 54
523,오치,광주,북구,광주 북구 설죽로 306
524,운암1호,광주,북구,광주 북구 북문대로 158
525,운암2호(광주),광주,북구,광주 북구 비엔날레로 29
526,일곡1호,광주,북구,광주 북구 송해로 60
527,전남대,광주,북구,광주 북구 호동로 43번길 38
528,첨단신용,광주,북구,광주 북구 첨단 연신로 91번길 38 107호
529,금호,광주,서구,광주 서구 화정로 1
530,농성1호,광주,서구,광주 서구 군분2로 21-2
531,동천(광주),광주,서구,광주 서구 하남대로 680번길 2
532,마재,광주,서구,"광주 서구 화개1로24번길 9 대주파크빌상가 124동 114호, 115호"
533,상무1호,광주,서구,광주 서구 상무연하로 22
534,쌍촌1호,광주,서구,광주 서구 내방로 231
535,풍암1호,광주,서구,광주 서구 풍암1로 11
536,화정1호(광주),광주,서구,광주 서구 월드컵4강로 70
537,화정2호,광주,서구,"광주 서구 화정로 259 1층 113,114호"
538,법동,대전,대덕구,대전 대덕구 중리로 48
539,송촌1호,대전,대덕구,대전 대덕구 송촌북로 20번길 27-17
540,신탄진,대전,대덕구,대전 대덕구 대덕대로 1550
541,한남대,대전,대덕구,대전 대덕구 한남로 12번길 19-9
542,가오천동,대전,동구,대전 동구 대전로 446
543,낭월,대전,동구,대전 동구 산내로 1333
544,비래,대전,동구,대전 동구 충정로 5 조일아파트상가 A동
545,용운,대전,동구,대전 동구 용운로 156
546,자양대동,대전,동구,대전 동구 동대전로 93
547,가장내동,대전,서구,대전 서구 가장로 129
548,갈마1호,대전,서구,대전광역시 서구 갈마로 75
549,관저느리울,대전,서구,대전 서구 관저동로 65
550,도마1호,대전,서구,대전 서구 배재로 88
551,도안2지구,대전,서구,대전 서구 도안동로11번길 16
552,둔산1호,대전,서구,"대전 서구 갈마역로 22, 101호"
553,둔산2호,대전,서구,대전 서구 둔산로 238
554,만년,대전,서구,대전 서구 만년로 67번길 34-26
555,복수,대전,서구,대전 서구 복수동로 63
556,월평1호,대전,서구,대전 서구 월평로 71
557,탄방,대전,서구,대전 서구 탄방로7번길 85
558,관저1호,대전,유성구,대전 유성구 계백로 963
559,관평,대전,유성구,대전 유성구 관평1로 67
560,노은1지구,대전,유성구,대전 유성구 노은로 71 스타돔 120호
561,노은2지구,대전,유성구,대전 유성구 지족로 355
562,도안1지구,대전,유성구,대전 유성구 상대동로 50
563,송강,대전,유성구,대전 유성구 봉산로 36
564,신성,대전,유성구,대전 유성구 신성로 80-1
565,유성,대전,유성구,대전 유성구 문화원로 90
566,전민,대전,유성구,대전 유성구 문지로 315번길2
567,한밭대,대전,유성구,대전 유성구 동서대로179번길 71
568,대사부사,대전,중구,대전 중구 충무로 116
569,대흥,대전,중구,대전 중구 중앙로 130번길 9
570,문화1호,대전,중구,대전 중구 천근로 21
571,용두오류,대전,중구,대전 중구 계룡로 874번길 31
572,중촌목동,대전,중구,대전 중구 목중로 26번길 53
573,태평1호,대전,중구,대전 중구 태평로 22유천동
574,공업탑,울산,,울산 남구 봉월로 59번길 14-1
575,달동,울산,남구,울산 남구 신정로30번길 18
576,무거1호,울산,남구,울산 남구 삼호로 6
577,삼산(울산),울산,남구,울산 남구 왕생로 27
578,삼산2호,울산,남구,울산 남구 남중로 92
579,수암,울산,남구,울산 남구 수암로 165
580,신정3동(구 신정3호점),울산,남구,울산 남구 월평로 68-1
581,야음1호,울산,남구,울산 남구 중앙로 20
582,야음2호,울산,남구,울산 남구 수암로 259-1
583,옥동(울산),울산,남구,울산 남구 문수로 321번길 1
584,울대,울산,남구,울산 남구 대학로 44
585,남목서부,울산,동구,울산 동구 명덕3길 13
586,방어,울산,동구,울산 동구 꽃바위로 265
587,전하,울산,동구,울산 동구 진성13길 90
588,화정,울산,동구,울산 동구 대학길 177
589,강동산하,울산,북구,울산 북구 산하중앙2로 281
590,송정지구,울산,북구,울산 북구 송정16길 20
591,양정염포,울산,북구,울산 북구 염포로 477-2
592,진장명촌,울산,북구,울산 북구 명촌13길 46명촌동
593,호계1호(울산),울산,북구,울산 북구 동대로 37
594,호계2호,울산,북구,울산시 북구 신천로 53-2
595,화봉,울산,북구,울산 북구 상방로 130
596,교동(울산),울산,울주군,울산 울주군 삼남면 교동로 126
597,구영,울산,울주군,울산 울주군 범서읍 구영로 128
598,남창,울산,울주군,울산 울주군 온양읍 온양로 175
599,덕신,울산,울주군,울산 울주군 온산읍 온덕2길 18
600,덕하,울산,울주군,울산 울주군 청량읍 상남길 46
601,언양,울산,울주군,울산 울주군 언양읍 옛장터1길 34
602,웅촌,울산,울주군,울산 울주군 청량면 삼정로 92-3 가동 216호
603,천상,울산,울주군,울산 울주군 범서읍 천상중앙길 104
604,다운,울산,중구,울산 중구 다운로 40
605,반구1호,울산,중구,울산 중구 염포로 70
606,반구2호,울산,중구,울산 중구 화합로 415
607,복산,울산,중구,울산 중구 계변로 89-1
608,성안,울산,중구,울산 중구 백양로 13
609,약사병영,울산,중구,울산 중구 평산1길 2
610,옥교,울산,중구,울산 중구 구교로 64
611,우정,울산,중구,울산 중구 우정2길 25
612,우정혁신,울산,중구,울산 중구 종가2길 2-1유곡동
613,태화,울산,중구,울산 중구 신기길 128태화동
614,한솔,세종,한솔동,세종 노을3로 104 한솔빌딩 106호 한솔동
615,도담,세종,도담동,세종 한누리대로 589 해피라움7동
616,세종아름,세종,,"세종  보듬3로 73아름동,범지기마을11단지"
617,보람,세종시,보람동,세종시 호려울로 51
618,고운,세종,고운동,세종 마음로 78 104호
619,조치원1호,세종,조치원읍,세종 조치원읍 충현로 72 삼일아파트 상가 109호
620,다정,세종특별자치시,다정동,세종특별자치시 다정남로 130
621,가평,경기,가평군,경기 가평군 가평읍 가화로 55-10
622,청평,경기,가평군,경기 가평군 청평면 청평중앙로 17
623,현리,경기,가평군,경기 가평군 하면 조종희망로 26
624,고양동,경기,고양시,"경기 고양시 덕양구 동헌로 461, 104호"
625,삼송,경기도,고양시,"경기 고양시 덕양구 신원로 18신원동, 1층 상가 5~6호"
626,원당,경기,고양시,경기 고양시 덕양구 호국로 838
627,원흥,경기,고양시,경기 고양시 덕양구 도래울로 110
628,행신1호,경기,고양시,경기 고양시 덕양구 중앙로 547
629,행신역,경기,고양시,경기 고양시 덕양구 무원로 6번길 21
630,향동지구,경기,고양시,경기 고양시 덕양구 꽃내음2길 84
631,화정1호(고양),경기,고양시,"경기 고양시 덕양구 은빛로 61, 1층 102호"
632,화정역,경기,고양시,"경기 고양시 덕양구 화신로260번길 31화정동,백양빌딩"
633,강선,경기,고양시,경기 고양시 일산동구 대산로11번길 23-1정발산동
634,밤가시후곡,경기,고양시,경기 고양시 일산서구 일산로 486
635,백마강촌,경기,고양시,경기 고양시 일산동구 일산로 245
636,백송,경기,고양시,"경기 고양시 일산동구 강송로 115, 중앙프라자 103호"
637,식사,경기,고양시,경기 고양시 일산동구 위시티2로 11번길
638,중산,경기,고양시,경기 고양시 일산동구 고봉로278번길 16
639,풍동,경기,고양시,"경기 고양시 일산동구 숲속마을로 50-70풍동,영진프라자"
640,호수,경기,고양시,경기 고양시 일산동구 호수로 446번길 73-3
641,구일산,경기,고양시,경기 고양시 일산서구 원일로 21
642,대화,경기,고양시,"경기 고양시 일산서구 대산로 212, 동남빌딩 101호"
643,주엽,경기,고양시,"경기 고양시 일산서구 중앙로 1493, 애비뉴상가 1층"
644,킨텍스,경기,고양시,"경기 고양시 일산서구 한류월드로 300대화동,원마운트"
645,탄현,경기,고양시,경기 고양시 일산서구 일현로 31
646,과천1호,경기,과천시,경기 과천시 별양로 28  A상가4번지동 제1층 1023호
647,과천역,경기,과천시,경기 과천시 별양로 164 과천센트럴파크푸르지오써밋 상가 1층
648,광명1호,경기,광명시,경기 광명시 오리로 998-1
649,광명역,경기,광명시,"경기 광명시 신기로 21 대호M스퀘어 102호, 103호"
650,소하1호,경기,광명시,경기 광명시 기아로 20
651,소하2호,경기,광명시,경기 광명시 소하로92번길 6-9
652,철산1호,경기,광명시,경기 광명시 시청로 41
653,철산2호,경기,광명시,경기 광명시 시청로 110
654,철산역,경기,광명시,경기 광명시 오리로854번길 16-7
655,하안1호,경기,광명시,"경기 광명시 하안로287번길 17, 영보빌딩 102호"
656,곤지암,경기,광주시,경기 광주시 곤지암읍 경충대로 617
657,광주1호,경기,광주시,경기 광주시 문화로 101번길 2
658,신현,경기,광주시,경기 광주시 오포읍 신현로 120
659,양벌,경기,광주시,경기 광주시 오포읍 양벌로 188
660,초월,경기,광주시,경기 광주시 초월읍 대쌍령리 191-5
661,태전(경기광주),경기,광주시,경기 광주시 태봉로 26
662,회덕,경기,광주시,경기 광주시 이배재로 150
663,갈매,경기,구리시,"경기 구리시 산마루로 18 101호, 102호"
664,수택,경기,구리시,경기 구리시 안골로 98
665,인창,경기,구리시,경기 구리시 건원대로 51
666,토평,경기,구리시,경기 구리시 검배로 126
667,금정역,경기,군포시,경기 군포시 산본천로 194산본동
668,당동1호,경기,군포시,경기 군포시 고산로250번길 12 103호중앙프라자
669,부곡(군포),경기,군포시,"경기 군포시 번영로28번길 37-20부곡동,덕원프라자"
670,산본1호,경기,군포시,경기 군포시 고산로515
671,산본사거리,경기,군포시,경기 군포시 고산로 695산본동
672,산본역,경기,군포시,경기 군포시 산본로 323번길 10-34
673,호계3호,경기,군포시,경기 군포시 엘에스로 13
674,구래,경기,김포시,경기 김포시 김포한강9로 76번길 87
675,북변,경기,김포시,경기 김포시 중봉1호 17
676,사우,경기,김포시,"경기 김포시 돌문로 66, 1층"
677,양곡,경기,김포시,경기 김포시 양촌읍 양곡2로60번길 28-18
678,운양,경기,김포시,경기 김포시 김포한강11로 310 승문리앤포레 1차 1층
679,장기1호,경기,김포시,"경기 김포시 김포한강1로 77-30, 101호"
680,통진1호,경기,김포시,경기 김포시 통진읍 서암로94번길 6
681,풍무,경기,김포시,경기 김포시 풍무로146번길 52-5풍무동
682,다산신도시1호,경기,남양주시,경기 남양주시 다산순환로 397-125다산동
683,다산신도시2호,경기,남양주시,경기 남양주시 다산중앙로172번길 42
684,덕소1호,경기,남양주시,경기 남양주시 와부읍 수레로 44 1층
685,도농1호,경기,남양주시,경기 남양주시 가운로 21
686,마석,경기,남양주시,경기 남양주시 화도읍 마석로 100
687,별내2호,경기,남양주시,경기 남양주시 덕송2로6번길 16-48
688,별내역,경기,남양주시,경기 남양주시 별내중앙로 30
689,오남,경기,남양주시,경기 남양주시 오남읍 진건오남로 647
690,진건,경기,남양주시,경기 남양주시 진건읍 사릉로 390
691,진접장현리,경기,남양주시,경기 남양주시 진접읍 봉현로 14
692,진접지구,경기,남양주시,경기 남양주시 진접읍 해밀예당2로 119
693,창현,경기,남양주시,경기 남양주시 화도읍 경춘로창벌2길 34-24
694,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원로 33
695,평내,경기,남양주시,경기 남양주시 경춘로 1286번안길 22
696,호평,경기,남양주시,경기 남양주시 호평로46번안길 12-3호평동
697,생연,경기,동두천시,"경기 동두천시 중앙로 220생연동,쎈츄럴시티"
698,송내(동두천),경기,동두천시,"경기 동두천시 중앙로 134-12, 예일복합타워 114호"
699,괴안,경기,부천시,경기 부천시 소사구 범안로 2
700,송내(부천),경기,부천시,경기 부천시 소사구 경인로 67
701,심곡1호,경기,부천시,경기 부천시 소사구 성주로 257-1
